menu_item_key,restaurant_key,item_name,category,price,is_veg
54,6,Cold Coffee,Beverage,105,True
55,6,Mango Lassi,Beverage,145,True
56,7,Masala Chai,Beverage,135,True
57,7,Buttermilk,Beverage,250,False
58,7,Fresh Lime Soda,Beverage,145,True
59,7,Mango Lassi,Beverage,170,True
60,7,Masala Chai,Beverage,125,True
61,7,Mango Lassi,Beverage,175,True
62,7,Gulab Jamun,Dessert,235,False
63,7,Chocolate Brownie,Dessert,190,True
64,7,Cold Drink,Beverage,235,True
65,7,Cold Coffee,Beverage,245,True
66,7,Cold Coffee,Beverage,250,True
67,8,Chicken Momos,Main,180,True
68,8,Veg Manchurian,Main,180,True
69,8,Chocolate Brownie,Dessert,230,False
70,8,Veg Hakka Noodles,Main,205,True
71,8,Masala Chai,Beverage,110,False
72,8,Chilli Paneer,Main,190,False
73,8,Chilli Chicken,Main,190,True
74,8,Cold Coffee,Beverage,215,False
75,8,Gulab Jamun,Dessert,120,False
76,8,Spring Roll,Main,140,True
77,8,Fried Rice,Main,115,False
78,9,Chocolate Brownie,Dessert,90,True
79,9,Cold Coffee,Beverage,80,True
80,9,Gulab Jamun,Dessert,95,True
81,9,Chicken 65,Main,105,True
82,9,Masala Chai,Beverage,105,True
83,9,Egg Biryani,Main,145,True
84,9,Veg Biryani,Main,115,True
85,9,Mutton Biryani,Main,95,True
86,10,Samosa,Main,95,True
87,10,Dahi Puri,Main,80,True
88,10,Chocolate Brownie,Dessert,100,False
89,10,Mango Lassi,Beverage,90,False
90,10,Masala Chai,Beverage,85,True
91,10,Kachori,Main,145,False
92,10,Gulab Jamun,Dessert,90,True
93,10,Pani Puri,Main,135,True
94,10,Pav Bhaji,Main,85,True
95,10,Cold Coffee,Beverage,135,True
96,10,Vada Pav,Main,105,False
97,11,Cold Coffee,Beverage,80,False
98,11,Mango Lassi,Beverage,85,True
99,11,Gulab Jamun,Dessert,95,True
100,11,Hyderabadi Dum Biryani,Main,145,True
101,11,Mutton Biryani,Main,80,False
102,11,Chicken Biryani,Main,85,False
103,11,Egg Biryani,Main,90,False
104,11,Veg Biryani,Main,140,False
105,11,Boneless Biryani,Main,65,False
106,12,Choco Lava Cake,Dessert,265,False
107,12,Masala Chai,Beverage,505,False
108,12,Chocolate Brownie,Dessert,490,True
109,12,Gulab Jamun,Dessert,380,False
110,12,Ice Cream Tub,Dessert,320,False
111,12,Gajar Halwa,Dessert,295,False
112,12,Chocolate Brownie,Dessert,390,False
113,12,Mango Lassi,Beverage,380,False
114,12,Cold Coffee,Beverage,500,True
115,12,Gulab Jamun,Dessert,300,True
116,13,Chicken Burger,Main,160,True
117,13,French Fries,Main,260,True
118,13,Cheese Sandwich,Main,190,False
119,13,Gulab Jamun,Dessert,135,True
120,13,Cold Coffee,Beverage,205,False
121,13,Chocolate Brownie,Dessert,135,True
122,13,Masala Chai,Beverage,245,False
123,13,Nuggets,Main,200,True
124,13,Veg Burger,Main,140,True
125,13,Mango Lassi,Beverage,150,False
126,13,Peri Peri Fries,Main,220,False
127,14,Chocolate Brownie,Dessert,115,True
128,14,Pongal,Main,255,True
129,14,Masala Dosa,Main,180,False
130,14,Medu Vada,Main,225,False
131,14,Curd Rice,Main,185,False
132,14,Gulab Jamun,Dessert,195,False
133,14,Rava Dosa,Main,230,True
134,14,Mango Lassi,Beverage,255,False
135,14,Cold Coffee,Beverage,200,True
136,14,Uttapam,Main,225,True
137,15,Peri Peri Fries,Main,205,True
138,15,Cheese Sandwich,Main,225,False
139,15,French Fries,Main,240,True
140,15,Nuggets,Main,200,False
141,15,Veg Wrap,Main,185,True
142,15,Cold Coffee,Beverage,125,False
143,15,Mango Lassi,Beverage,185,False
144,15,Masala Chai,Beverage,235,False
145,15,Gulab Jamun,Dessert,255,False
146,15,Chicken Burger,Main,125,True
147,15,Veg Burger,Main,230,True
148,16,Rava Dosa,Main,220,True
149,16,Masala Dosa,Main,260,True
150,16,Idli Sambar,Main,215,False
151,16,Gulab Jamun,Dessert,150,True
152,16,Pongal,Main,200,False
153,16,Filter Coffee,Main,220,True
154,16,Uttapam,Main,135,False
155,17,Cold Coffee,Beverage,130,False
156,17,Chicken Curry,Main,145,True
157,17,Dal Makhani,Main,140,True
158,17,Shahi Paneer,Main,110,True
159,17,Chocolate Brownie,Dessert,130,False
160,17,Paneer Butter Masala,Main,85,False
161,17,Gulab Jamun,Dessert,140,False
162,17,Mango Lassi,Beverage,100,False
163,17,Masala Chai,Beverage,130,False
164,17,Chole Bhature,Main,100,False
165,17,Tandoori Roti,Main,130,True
166,17,Butter Naan,Main,150,True
167,17,Rajma Chawal,Main,120,True
168,18,Chocolate Brownie,Dessert,190,True
169,18,Medu Vada,Main,215,False
170,18,Mango Lassi,Beverage,130,True
171,18,Curd Rice,Main,205,True
172,18,Rava Dosa,Main,130,False
173,18,Cold Coffee,Beverage,205,True
174,18,Gulab Jamun,Dessert,235,True
175,18,Masala Dosa,Main,160,False
176,18,Masala Chai,Beverage,200,False
177,18,Uttapam,Main,215,False
178,19,Uttapam,Main,65,False
179,19,Curd Rice,Main,110,True
180,19,Pongal,Main,95,True
181,19,Rava Dosa,Main,105,True
182,19,Medu Vada,Main,90,False
183,19,Masala Dosa,Main,95,True
184,19,Masala Chai,Beverage,140,True
185,19,Cold Coffee,Beverage,95,False
186,19,Filter Coffee,Main,90,True
187,19,Gulab Jamun,Dessert,130,True
188,19,Chocolate Brownie,Dessert,145,True
189,19,Mango Lassi,Beverage,105,True
190,19,Idli Sambar,Main,80,True
191,20,Veg Manchurian,Main,70,True
192,20,Veg Hakka Noodles,Main,130,False
193,20,Chilli Chicken,Main,85,True
194,20,Masala Chai,Beverage,70,False
195,20,Spring Roll,Main,140,True
196,20,Gulab Jamun,Dessert,130,True
197,20,Chicken Momos,Main,115,True
198,20,Chilli Paneer,Main,70,True
199,20,Schezwan Noodles,Main,135,True
200,20,Mango Lassi,Beverage,105,False
201,20,Chocolate Brownie,Dessert,130,True
202,21,Croissant,Main,115,True
203,21,Cold Coffee,Beverage,75,True
204,21,Gulab Jamun,Dessert,125,True
205,21,Masala Chai,Beverage,105,True
206,21,Pasta Alfredo,Main,100,True
207,21,Club Sandwich,Main,75,True
208,22,Veg Manchurian,Main,135,True
209,22,Spring Roll,Main,125,True
210,22,Schezwan Noodles,Main,80,True
211,22,Chocolate Brownie,Dessert,100,True
212,22,Masala Chai,Beverage,130,True
213,22,Veg Hakka Noodles,Main,105,True
214,22,Gulab Jamun,Dessert,80,False
215,22,Fried Rice,Main,135,True
216,22,Chicken Momos,Main,135,False
217,22,Mango Lassi,Beverage,135,True
218,22,Chilli Paneer,Main,90,False
219,22,Cold Coffee,Beverage,105,True
220,22,Chilli Chicken,Main,95,True
221,23,Fresh Lime Soda,Beverage,115,True
222,23,Cold Drink,Beverage,70,True
223,23,Mango Lassi,Beverage,145,True
224,23,Masala Chai,Beverage,125,True
225,23,Masala Chai,Beverage,130,True
226,23,Gulab Jamun,Dessert,145,True
227,23,Mango Lassi,Beverage,130,False
228,23,Cold Coffee,Beverage,105,False
229,23,Cold Coffee,Beverage,105,False
230,23,Buttermilk,Beverage,65,False
231,23,Chocolate Brownie,Dessert,140,False
232,24,Nuggets,Main,175,True
233,24,Veg Burger,Main,110,True
234,24,Peri Peri Fries,Main,220,True
235,24,French Fries,Main,190,True
236,24,Gulab Jamun,Dessert,190,False
237,24,Cheese Sandwich,Main,230,False
238,24,Mango Lassi,Beverage,140,True
239,24,Cold Coffee,Beverage,235,False
240,24,Veg Wrap,Main,190,True
241,24,Chicken Burger,Main,225,False
242,24,Masala Chai,Beverage,175,True
243,24,Chocolate Brownie,Dessert,235,False
244,25,Chole Bhature,Main,185,False
245,25,Tandoori Roti,Main,140,False
246,25,Gulab Jamun,Dessert,140,False
247,25,Masala Chai,Beverage,115,True
248,25,Dal Makhani,Main,135,True
249,25,Chocolate Brownie,Dessert,130,True
250,25,Cold Coffee,Beverage,120,True
251,25,Rajma Chawal,Main,220,True
252,25,Shahi Paneer,Main,115,False
253,25,Chicken Curry,Main,210,True
254,26,Masala Chai,Beverage,75,True
255,26,Pongal,Main,80,False
256,26,Curd Rice,Main,145,True
257,26,Filter Coffee,Main,95,False
258,26,Gulab Jamun,Dessert,120,False
259,26,Medu Vada,Main,90,True
260,26,Cold Coffee,Beverage,120,True
261,26,Uttapam,Main,135,False
262,26,Idli Sambar,Main,85,True
263,26,Rava Dosa,Main,130,False
264,26,Masala Dosa,Main,90,False
265,26,Chocolate Brownie,Dessert,80,False
266,26,Mango Lassi,Beverage,120,True
267,27,Pani Puri,Main,510,False
268,27,Samosa,Main,300,False
269,27,Gulab Jamun,Dessert,500,False
270,27,Cold Coffee,Beverage,275,True
271,27,Chocolate Brownie,Dessert,450,False
272,27,Dahi Puri,Main,300,True
273,27,Pav Bhaji,Main,285,True
274,27,Vada Pav,Main,420,True
275,27,Mango Lassi,Beverage,420,False
276,27,Masala Chai,Beverage,365,False
277,27,Kachori,Main,280,True
278,28,Mango Lassi,Beverage,145,True
279,28,Gulab Jamun,Dessert,210,True
280,28,Cold Coffee,Beverage,190,False
281,28,French Fries,Main,145,True
282,28,Cheese Sandwich,Main,230,True
283,28,Nuggets,Main,135,True
284,29,Chicken Korma,Main,290,True
285,29,Galouti Kebab,Main,395,True
286,29,Seekh Kebab,Main,405,True
287,29,Gulab Jamun,Dessert,440,True
288,29,Cold Coffee,Beverage,505,True
289,29,Chocolate Brownie,Dessert,245,True
290,29,Mango Lassi,Beverage,295,False
291,29,Masala Chai,Beverage,305,True
292,29,Mutton Rogan Josh,Main,290,True
293,30,Mango Lassi,Beverage,130,True
294,30,Masala Chai,Beverage,120,True
295,30,Veg Manchurian,Main,130,False
296,30,Veg Hakka Noodles,Main,115,False
297,30,Fried Rice,Main,165,True
298,30,Schezwan Noodles,Main,180,True
299,30,Chocolate Brownie,Dessert,175,True
300,30,Spring Roll,Main,160,True
301,30,Gulab Jamun,Dessert,115,False
302,30,Cold Coffee,Beverage,205,False
303,31,Paneer Roll,Main,145,False
304,31,Double Egg Roll,Main,120,True
305,31,Chicken Roll,Main,95,True
306,31,Veg Frankie,Main,130,True
307,31,Chocolate Brownie,Dessert,130,True
308,31,Gulab Jamun,Dessert,140,True
309,31,Cold Coffee,Beverage,100,True
310,31,Masala Chai,Beverage,115,False
311,31,Egg Roll,Main,100,False
312,31,Mango Lassi,Beverage,95,True
313,32,Choco Lava Cake,Dessert,440,False
314,32,Ice Cream Tub,Dessert,335,True
315,32,Chocolate Brownie,Dessert,345,True
316,32,Chocolate Brownie,Dessert,450,True
317,32,Gulab Jamun,Dessert,490,False
318,32,Masala Chai,Beverage,285,True
319,32,Cold Coffee,Beverage,355,True
320,32,Mango Lassi,Beverage,435,False
321,32,Rasmalai,Dessert,440,True
322,32,Gulab Jamun,Dessert,475,False
323,32,Gajar Halwa,Dessert,520,False
324,33,Dahi Puri,Main,515,False
325,33,Cold Coffee,Beverage,270,False
326,33,Vada Pav,Main,260,False
327,33,Pav Bhaji,Main,415,True
328,33,Pani Puri,Main,470,True
329,33,Masala Chai,Beverage,255,False
330,33,Samosa,Main,460,True
331,33,Kachori,Main,445,True
332,33,Gulab Jamun,Dessert,330,False
333,33,Mango Lassi,Beverage,305,True
334,33,Chocolate Brownie,Dessert,500,False
335,34,Cold Coffee,Beverage,130,False
336,34,Chocolate Brownie,Dessert,160,True
337,34,Masala Chai,Beverage,240,False
338,34,Mango Lassi,Beverage,145,False
339,34,Tandoori Roti,Main,150,False
340,34,Rajma Chawal,Main,110,True
341,34,Dal Makhani,Main,220,False
342,34,Paneer Butter Masala,Main,235,True
343,34,Chicken Curry,Main,240,True
344,34,Butter Naan,Main,145,True
345,34,Chole Bhature,Main,145,True
346,34,Shahi Paneer,Main,210,True
347,34,Gulab Jamun,Dessert,200,True
348,35,Kachori,Main,130,True
349,35,Vada Pav,Main,200,False
350,35,Gulab Jamun,Dessert,195,False
351,35,Masala Chai,Beverage,140,False
352,35,Pani Puri,Main,120,True
353,35,Pav Bhaji,Main,180,True
354,35,Mango Lassi,Beverage,210,False
355,35,Samosa,Main,140,True
356,35,Cold Coffee,Beverage,120,True
357,36,Egg Biryani,Main,140,False
358,36,Veg Biryani,Main,130,False
359,36,Gulab Jamun,Dessert,225,True
360,36,Masala Chai,Beverage,145,True
361,36,Chicken 65,Main,155,False
362,36,Chocolate Brownie,Dessert,115,True
363,36,Mango Lassi,Beverage,155,True
364,36,Chicken Biryani,Main,135,False
365,36,Cold Coffee,Beverage,115,False
366,36,Boneless Biryani,Main,225,True
367,36,Mutton Biryani,Main,240,False
368,36,Hyderabadi Dum Biryani,Main,195,True
369,37,Masala Chai,Beverage,215,True
370,37,Chocolate Brownie,Dessert,235,False
371,37,Buttermilk,Beverage,230,False
372,37,Mango Lassi,Beverage,240,False
373,37,Fresh Lime Soda,Beverage,150,True
374,37,Cold Drink,Beverage,125,True
375,37,Cold Coffee,Beverage,255,False
376,38,French Fries,Main,225,False
377,38,Nuggets,Main,190,False
378,38,Chicken Burger,Main,165,True
379,38,Veg Burger,Main,225,True
380,38,Peri Peri Fries,Main,115,False
381,38,Veg Wrap,Main,125,False
382,38,Chocolate Brownie,Dessert,140,True
383,38,Cold Coffee,Beverage,155,True
384,38,Masala Chai,Beverage,235,False
385,38,Mango Lassi,Beverage,145,True
386,38,Cheese Sandwich,Main,235,True
387,38,Gulab Jamun,Dessert,130,True
388,39,French Fries,Main,120,False
389,39,Masala Chai,Beverage,260,False
390,39,Gulab Jamun,Dessert,240,False
391,39,Veg Wrap,Main,180,False
392,39,Nuggets,Main,160,True
393,39,Chocolate Brownie,Dessert,190,True
394,39,Peri Peri Fries,Main,170,True
395,39,Chicken Burger,Main,160,True
396,39,Cheese Sandwich,Main,175,True
397,39,Mango Lassi,Beverage,245,True
398,39,Cold Coffee,Beverage,235,True
399,39,Veg Burger,Main,240,False
400,40,Mango Lassi,Beverage,85,True
401,40,Chocolate Brownie,Dessert,65,True
402,40,Veg Manchurian,Main,140,True
403,40,Fried Rice,Main,70,True
404,40,Schezwan Noodles,Main,85,True
405,40,Chilli Chicken,Main,115,True
406,40,Masala Chai,Beverage,135,True
407,40,Veg Hakka Noodles,Main,115,True
408,40,Chicken Momos,Main,85,True
409,40,Gulab Jamun,Dessert,125,False
410,40,Spring Roll,Main,65,True
411,40,Chilli Paneer,Main,115,True
412,40,Cold Coffee,Beverage,135,True
413,41,Mango Lassi,Beverage,130,False
414,41,Chocolate Brownie,Dessert,85,True
415,41,Mango Lassi,Beverage,100,False
416,41,Fresh Lime Soda,Beverage,135,False
417,41,Masala Chai,Beverage,80,False
418,41,Cold Coffee,Beverage,140,True
419,41,Buttermilk,Beverage,65,True
420,41,Masala Chai,Beverage,115,True
421,42,Chocolate Brownie,Dessert,65,False
422,42,Idli Sambar,Main,120,False
423,42,Masala Chai,Beverage,100,True
424,42,Gulab Jamun,Dessert,85,False
425,42,Masala Dosa,Main,70,False
426,42,Cold Coffee,Beverage,80,True
427,42,Mango Lassi,Beverage,60,True
428,42,Medu Vada,Main,70,False
429,42,Filter Coffee,Main,70,True
430,42,Uttapam,Main,60,False
431,42,Curd Rice,Main,120,False
432,42,Pongal,Main,105,False
433,43,Boneless Biryani,Main,95,True
434,43,Mutton Biryani,Main,140,True
435,43,Egg Biryani,Main,120,False
436,43,Gulab Jamun,Dessert,115,True
437,43,Cold Coffee,Beverage,70,True
438,43,Chicken Biryani,Main,125,False
439,43,Hyderabadi Dum Biryani,Main,120,True
440,43,Mango Lassi,Beverage,130,False
441,43,Veg Biryani,Main,150,False
442,44,Peri Peri Fries,Main,230,True
443,44,Mango Lassi,Beverage,145,False
444,44,Veg Burger,Main,180,True
445,44,Veg Wrap,Main,165,True
446,44,French Fries,Main,260,False
447,44,Cheese Sandwich,Main,135,False
448,44,Chicken Burger,Main,200,False
449,44,Nuggets,Main,200,True
450,44,Gulab Jamun,Dessert,140,False
451,44,Cold Coffee,Beverage,225,False
452,44,Chocolate Brownie,Dessert,110,False
453,44,Masala Chai,Beverage,175,False
454,45,Chocolate Brownie,Dessert,385,False
455,45,Egg Roll,Main,250,True
456,45,Gulab Jamun,Dessert,415,False
457,45,Cold Coffee,Beverage,350,False
458,45,Paneer Roll,Main,450,True
459,45,Veg Frankie,Main,360,True
460,45,Double Egg Roll,Main,410,True
461,45,Mango Lassi,Beverage,360,True
462,45,Masala Chai,Beverage,510,True
463,45,Chicken Roll,Main,375,True
464,46,Gulab Jamun,Dessert,90,True
465,46,Chicken 65,Main,65,True
466,46,Mutton Biryani,Main,65,False
467,46,Egg Biryani,Main,95,True
468,46,Cold Coffee,Beverage,60,False
469,46,Hyderabadi Dum Biryani,Main,110,False
470,46,Chicken Biryani,Main,130,False
471,46,Chocolate Brownie,Dessert,95,False
472,46,Masala Chai,Beverage,85,True
473,46,Mango Lassi,Beverage,80,False
474,47,Mango Lassi,Beverage,150,True
475,47,Farmhouse Pizza,Main,175,True
476,47,Cold Coffee,Beverage,175,True
477,47,Masala Chai,Beverage,190,False
478,47,Gulab Jamun,Dessert,155,True
479,47,Peppy Paneer Pizza,Main,190,True
480,47,Garlic Bread,Main,160,True
481,47,Chicken Supreme Pizza,Main,170,False
482,47,Cheese Burst Pizza,Main,235,True
483,47,Chocolate Brownie,Dessert,175,False
484,47,Margherita Pizza,Main,185,False
485,48,Mutton Biryani,Main,100,True
486,48,Chicken Biryani,Main,140,True
487,48,Boneless Biryani,Main,135,True
488,48,Veg Biryani,Main,115,True
489,48,Masala Chai,Beverage,95,True
490,48,Mango Lassi,Beverage,125,True
491,48,Chocolate Brownie,Dessert,85,True
492,48,Cold Coffee,Beverage,100,True
493,48,Hyderabadi Dum Biryani,Main,120,False
494,48,Gulab Jamun,Dessert,100,True
495,48,Egg Biryani,Main,75,True
496,48,Chicken 65,Main,140,True
497,49,Farmhouse Pizza,Main,155,True
498,49,Margherita Pizza,Main,140,False
499,49,Chocolate Brownie,Dessert,220,False
500,49,Masala Chai,Beverage,195,True
501,49,Garlic Bread,Main,120,True
502,49,Peppy Paneer Pizza,Main,205,False
503,49,Gulab Jamun,Dessert,120,True
504,49,Cheese Burst Pizza,Main,210,True
505,50,Chicken Supreme Pizza,Main,135,True
506,50,Peppy Paneer Pizza,Main,255,True
507,50,Mango Lassi,Beverage,150,True
508,50,Cold Coffee,Beverage,110,True
509,50,Masala Chai,Beverage,190,True
510,50,Chocolate Brownie,Dessert,250,False
511,50,Margherita Pizza,Main,250,True
512,50,Farmhouse Pizza,Main,175,True
513,50,Cheese Burst Pizza,Main,165,True
514,50,Gulab Jamun,Dessert,235,False
515,50,Garlic Bread,Main,160,True
516,51,Egg Roll,Main,210,True
517,51,Chicken Roll,Main,125,True
518,51,Masala Chai,Beverage,110,True
519,51,Chocolate Brownie,Dessert,165,False
520,51,Paneer Roll,Main,200,True
521,51,Gulab Jamun,Dessert,210,True
522,51,Mango Lassi,Beverage,110,False
523,51,Cold Coffee,Beverage,115,True
524,51,Double Egg Roll,Main,205,True
525,51,Veg Frankie,Main,165,False
526,52,Cold Coffee,Beverage,340,False
527,52,Chocolate Brownie,Dessert,490,True
528,52,Mango Lassi,Beverage,375,False
529,52,Fresh Lime Soda,Beverage,430,False
530,52,Cold Drink,Beverage,425,False
531,52,Gulab Jamun,Dessert,385,True
532,52,Masala Chai,Beverage,370,False
533,52,Buttermilk,Beverage,380,True
534,52,Mango Lassi,Beverage,425,True
535,52,Masala Chai,Beverage,510,True
536,52,Cold Coffee,Beverage,440,True
537,53,Chocolate Brownie,Dessert,430,False
538,53,Veg Wrap,Main,450,False
539,53,Nuggets,Main,475,True
540,53,Cheese Sandwich,Main,340,True
541,53,Cold Coffee,Beverage,365,True
542,53,Masala Chai,Beverage,355,True
543,53,Mango Lassi,Beverage,270,False
544,53,French Fries,Main,450,True
545,53,Gulab Jamun,Dessert,505,False
546,53,Chicken Burger,Main,480,True
547,53,Peri Peri Fries,Main,345,True
548,53,Veg Burger,Main,440,False
549,54,Filter Coffee,Main,140,True
550,54,Uttapam,Main,230,True
551,54,Pongal,Main,195,True
552,54,Rava Dosa,Main,185,False
553,54,Gulab Jamun,Dessert,175,True
554,54,Idli Sambar,Main,155,True
555,54,Chocolate Brownie,Dessert,125,True
556,54,Medu Vada,Main,130,True
557,54,Cold Coffee,Beverage,135,False
558,54,Mango Lassi,Beverage,175,True
559,54,Masala Chai,Beverage,195,True
560,54,Curd Rice,Main,155,True
561,54,Masala Dosa,Main,190,True
562,55,Chocolate Brownie,Dessert,170,True
563,55,Mango Lassi,Beverage,120,False
564,55,Gulab Jamun,Dessert,215,True
565,55,Margherita Pizza,Main,185,True
566,55,Masala Chai,Beverage,160,True
567,55,Peppy Paneer Pizza,Main,215,True
568,55,Farmhouse Pizza,Main,110,True
569,55,Garlic Bread,Main,140,True
570,55,Cheese Burst Pizza,Main,210,True
571,55,Cold Coffee,Beverage,170,True
572,55,Chicken Supreme Pizza,Main,200,False
573,56,Mango Lassi,Beverage,115,True
574,56,Masala Chai,Beverage,115,True
575,56,Paneer Butter Masala,Main,205,True
576,56,Cold Coffee,Beverage,250,False
577,56,Tandoori Roti,Main,145,True
578,56,Chicken Curry,Main,125,True
579,56,Gulab Jamun,Dessert,245,False
580,56,Butter Naan,Main,225,False
581,56,Shahi Paneer,Main,245,False
582,56,Dal Makhani,Main,120,True
583,56,Rajma Chawal,Main,170,True
584,56,Chocolate Brownie,Dessert,190,True
585,56,Chole Bhature,Main,230,True
586,57,Idli Sambar,Main,165,False
587,57,Masala Dosa,Main,250,True
588,57,Medu Vada,Main,110,False
589,57,Gulab Jamun,Dessert,220,True
590,57,Uttapam,Main,185,True
591,57,Masala Chai,Beverage,200,False
592,58,Gulab Jamun,Dessert,125,False
593,58,Rasmalai,Dessert,205,True
594,58,Cold Coffee,Beverage,175,True
595,58,Chocolate Brownie,Dessert,185,True
596,58,Mango Lassi,Beverage,235,False
597,58,Choco Lava Cake,Dessert,245,True
598,58,Gajar Halwa,Dessert,170,False
599,58,Gulab Jamun,Dessert,165,True
600,58,Masala Chai,Beverage,260,False
601,58,Chocolate Brownie,Dessert,240,True
602,58,Ice Cream Tub,Dessert,200,True
603,59,Masala Chai,Beverage,350,True
604,59,Gulab Jamun,Dessert,515,False
605,59,Chicken Biryani,Main,510,True
606,59,Chocolate Brownie,Dessert,300,True
607,59,Mutton Biryani,Main,345,True
608,59,Chicken 65,Main,265,True
609,59,Cold Coffee,Beverage,345,False
610,59,Boneless Biryani,Main,440,False
611,59,Egg Biryani,Main,305,False
612,59,Veg Biryani,Main,355,True
613,59,Hyderabadi Dum Biryani,Main,350,True
614,60,Gulab Jamun,Dessert,125,True
615,60,Mutton Biryani,Main,75,False
616,60,Chicken 65,Main,140,True
617,60,Veg Biryani,Main,95,True
618,60,Egg Biryani,Main,145,True
619,60,Mango Lassi,Beverage,70,False
620,60,Boneless Biryani,Main,125,True
621,60,Masala Chai,Beverage,90,True
622,60,Cold Coffee,Beverage,85,True
623,60,Chocolate Brownie,Dessert,130,False
624,60,Hyderabadi Dum Biryani,Main,120,False
625,60,Chicken Biryani,Main,105,True
626,61,Fruit Bowl,Main,145,True
627,61,Masala Chai,Beverage,140,False
628,61,Sprout Salad,Main,140,True
629,61,Grilled Chicken Bowl,Main,105,True
630,61,Chocolate Brownie,Dessert,85,True
631,61,Quinoa Salad,Main,95,True
632,61,Gulab Jamun,Dessert,115,True
633,62,Uttapam,Main,145,False
634,62,Filter Coffee,Main,115,True
635,62,Gulab Jamun,Dessert,90,False
636,62,Pongal,Main,125,True
637,62,Medu Vada,Main,70,False
638,62,Masala Dosa,Main,110,False
639,62,Curd Rice,Main,95,True
640,62,Rava Dosa,Main,85,True
641,63,Cold Coffee,Beverage,180,False
642,63,Chole Bhature,Main,250,False
643,63,Paneer Butter Masala,Main,170,False
644,63,Dal Makhani,Main,190,True
645,63,Tandoori Roti,Main,175,False
646,63,Masala Chai,Beverage,155,False
647,64,Mango Lassi,Beverage,225,True
648,64,Paneer Butter Masala,Main,235,False
649,64,Chocolate Brownie,Dessert,245,False
650,64,Rajma Chawal,Main,250,True
651,64,Shahi Paneer,Main,220,False
652,64,Cold Coffee,Beverage,150,False
653,64,Dal Makhani,Main,225,False
654,64,Gulab Jamun,Dessert,165,False
655,64,Butter Naan,Main,155,False
656,64,Chicken Curry,Main,115,False
657,64,Masala Chai,Beverage,125,False
658,65,Medu Vada,Main,105,True
659,65,Idli Sambar,Main,140,False
660,65,Pongal,Main,135,True
661,65,Filter Coffee,Main,110,True
662,65,Uttapam,Main,120,False
663,65,Rava Dosa,Main,75,True
664,65,Masala Chai,Beverage,65,True
665,65,Masala Dosa,Main,80,True
666,65,Cold Coffee,Beverage,90,False
667,65,Mango Lassi,Beverage,130,True
668,65,Chocolate Brownie,Dessert,70,False
669,65,Curd Rice,Main,95,True
670,65,Gulab Jamun,Dessert,100,False
671,66,Veg Frankie,Main,180,True
672,66,Masala Chai,Beverage,195,True
673,66,Mango Lassi,Beverage,155,True
674,66,Gulab Jamun,Dessert,150,True
675,66,Double Egg Roll,Main,200,True
676,66,Chocolate Brownie,Dessert,170,False
677,66,Chicken Roll,Main,125,True
678,66,Cold Coffee,Beverage,240,True
679,66,Egg Roll,Main,250,False
680,66,Paneer Roll,Main,190,True
681,67,Cold Coffee,Beverage,130,True
682,67,Gulab Jamun,Dessert,110,False
683,67,Chocolate Brownie,Dessert,115,False
684,67,Gajar Halwa,Dessert,195,True
685,67,Masala Chai,Beverage,165,True
